time(s)	cellId	rnti	lcid	packetSize	delay(s)
3.16766	2	6	3	54	0.000290176
3.1681	2	6	3	54	0.000602676
3.1681	2	6	3	54	0.000531248
3.1681	2	6	3	54	0.000415176
3.1681	2	6	3	54	0.000281248
3.16847	2	6	3	54	0.000602676
3.16847	2	6	3	54	0.000477676
3.16847	2	6	3	54	0.000406248
3.16847	2	6	3	54	0.000290176
3.16897	2	6	3	54	0.000656248
3.16897	2	6	3	54	0.000602676
3.16897	2	6	3	54	0.000477676
3.16897	2	6	3	54	0.000406248
3.1694	2	6	3	54	0.000723212
3.1694	2	6	3	54	0.000598212
3.1694	2	6	3	54	0.000526784
3.1694	2	6	3	54	0.000410712
3.16985	2	6	3	54	0.000718748
3.16985	2	6	3	54	0.000665176
3.16985	2	6	3	54	0.000540176
3.16985	2	6	3	54	0.000468748
3.17028	2	6	3	54	0.000790176
3.17028	2	6	3	54	0.000656248
3.17028	2	6	3	54	0.000602676
3.17028	2	6	3	54	0.000477676
3.17028	2	6	3	54	0.000406248
3.17072	2	6	3	54	0.000727676
3.17072	2	6	3	54	0.000593748
3.17072	2	6	3	54	0.000540176
3.17072	2	6	3	54	0.000415176
3.17116	2	6	3	54	0.000718748
3.17116	2	6	3	54	0.000665176
3.17116	2	6	3	54	0.000540176
3.17116	2	6	3	54	0.000468748
3.1716	2	6	3	54	0.000790176
3.1716	2	6	3	54	0.000656248
3.1716	2	6	3	54	0.000602676
3.1716	2	6	3	54	0.000477676
3.17203	2	6	3	54	0.000843748
3.17203	2	6	3	54	0.000727676
3.17203	2	6	3	54	0.000593748
3.17203	2	6	3	54	0.000540176
3.17203	2	6	3	54	0.000415176
3.17247	2	6	3	54	0.000781248
3.17247	2	6	3	54	0.000665176
3.17247	2	6	3	54	0.000540176
3.17247	2	6	3	54	0.000468748
3.17291	2	6	3	54	0.000790176
3.17291	2	6	3	54	0.000656248
3.17291	2	6	3	54	0.000602676
3.17291	2	6	3	54	0.000477676
3.17335	2	6	3	54	0.000781248
3.17335	2	6	3	54	0.000727676
3.17335	2	6	3	54	0.000602676
3.17335	2	6	3	54	0.000531248
3.17378	2	6	3	54	0.000852676
3.17378	2	6	3	54	0.000718748
3.17378	2	6	3	54	0.000665176
3.17378	2	6	3	54	0.000540176
3.17378	2	6	3	54	0.000468748
3.17422	2	6	3	54	0.000790176
3.17422	2	6	3	54	0.000656248
3.17422	2	6	3	54	0.000602676
3.17422	2	6	3	54	0.000477676
3.17466	2	6	3	54	0.000781248
3.17466	2	6	3	54	0.000727676
3.17466	2	6	3	54	0.000602676
3.17466	2	6	3	54	0.000531248
3.1751	2	6	3	54	0.000852676
3.1751	2	6	3	54	0.000718748
3.1751	2	6	3	54	0.000665176
3.1751	2	6	3	54	0.000540176
3.1751	2	6	3	54	0.000468748
3.17553	2	6	3	54	0.000790176
3.17553	2	6	3	54	0.000656248
3.17553	2	6	3	54	0.000602676
3.17553	2	6	3	54	0.000477676
3.17572	2	7	3	54	0.000602676
3.17572	2	7	3	54	0.000477676
3.17572	2	7	3	54	0.000352676
3.17572	2	7	3	54	0.000281248
3.17616	2	7	3	54	0.000602676
3.17616	2	7	3	54	0.000468748
3.17616	2	7	3	54	0.000415176
3.17616	2	7	3	54	0.000290176
3.1766	2	7	3	54	0.000656248
3.1766	2	7	3	54	0.000540176
3.1766	2	7	3	54	0.000406248
3.1766	2	7	3	54	0.000352676
3.17697	2	7	3	54	0.000602676
3.17697	2	7	3	54	0.000531248
3.17697	2	7	3	54	0.000415176
3.17697	2	7	3	54	0.000281248
3.17735	2	7	3	54	0.000602676
3.17735	2	7	3	54	0.000477676
3.17735	2	7	3	54	0.000343748
3.17735	2	7	3	54	0.000290176
3.17778	2	7	3	54	0.000602676
3.17778	2	7	3	54	0.000531248
3.17778	2	7	3	54	0.000415176
3.17778	2	7	3	54	0.000281248
3.17822	2	7	3	54	0.000665176
3.17822	2	7	3	54	0.000540176
3.17822	2	7	3	54	0.000468748
3.17822	2	7	3	54	0.000352676
3.17866	2	7	3	54	0.000656248
3.17866	2	7	3	54	0.000602676
3.17866	2	7	3	54	0.000477676
3.17866	2	7	3	54	0.000406248
3.1791	2	7	3	54	0.000727676
3.1791	2	7	3	54	0.000593748
3.1791	2	7	3	54	0.000540176
3.1791	2	7	3	54	0.000415176
3.17953	2	7	3	54	0.000718748
3.17953	2	7	3	54	0.000665176
3.17953	2	7	3	54	0.000540176
3.17953	2	7	3	54	0.000468748
3.17997	2	7	3	54	0.000790176
3.17997	2	7	3	54	0.000656248
3.17997	2	7	3	54	0.000602676
3.17997	2	7	3	54	0.000477676
3.17997	2	7	3	54	0.000406248
3.18041	2	7	3	54	0.000727676
3.18041	2	7	3	54	0.000593748
3.18041	2	7	3	54	0.000540176
3.18059	2	6	3	54	0.000598212
3.18059	2	6	3	54	0.000526784
3.18059	2	6	3	54	0.000410712
3.18059	2	6	3	54	0.000285712
3.18103	2	6	3	54	0.000656248
3.18103	2	6	3	54	0.000540176
3.18103	2	6	3	54	0.000406248
3.18103	2	6	3	54	0.000352676
3.18141	2	6	3	54	0.000602676
3.18141	2	6	3	54	0.000531248
3.18141	2	6	3	54	0.000415176
3.18141	2	6	3	54	0.000281248
3.18178	2	6	3	54	0.000598212
3.18178	2	6	3	54	0.000473212
3.18178	2	6	3	54	0.000401784
3.18178	2	6	3	54	0.000285712
3.18228	2	6	3	54	0.000656248
3.18228	2	6	3	54	0.000602676
3.18228	2	6	3	54	0.000477676
3.18228	2	6	3	54	0.000343748
3.18272	2	6	3	54	0.000727676
3.18272	2	6	3	54	0.000602676
